Date,Price,High,Low,Close**,Volume,Market Cap
2-11-2017,6777.77,"7,367.33","6,758.72","7,078.50","4,653,770,240","112,909,656,064"
3-11-2017,7087.53,"7,461.29","7,002.94","7,207.76","3,369,860,096","118,083,854,336"
4-11-2017,7164.48,"7,492.86","7,031.28","7,379.95","2,483,800,064","119,376,199,680"
5-11-2017,7404.52,"7,617.48","7,333.19","7,407.41","2,380,410,112","123,388,100,608"
6-11-2017,7403.22,"7,445.77","7,007.31","7,022.76","3,111,899,904","123,379,326,976"
7-11-2017,7023.1,"7,253.32","7,023.10","7,144.38","2,326,340,096","117,056,233,472"
8-11-2017,7141.38,"7,776.42","7,114.02","7,459.69","4,602,200,064","119,041,392,640"
9-11-2017,7446.83,"7,446.83","7,101.52","7,143.58","3,226,249,984","124,146,434,048"
10-11-2017,7173.73,"7,312.00","6,436.87","6,618.14","5,208,249,856","119,607,435,264"
11-11-2017,6618.61,"6,873.15","6,204.22","6,357.60","4,908,680,192","110,361,878,528"
12-11-2017,6295.45,"6,625.05","5,519.01","5,950.07","8,957,349,888","104,979,750,912"
13-11-2017,5938.25,"6,811.19","5,844.29","6,559.49","6,263,249,920","99,029,016,576"
14-11-2017,6561.48,"6,764.98","6,461.75","6,635.75","3,197,110,016","109,433,905,152"
15-11-2017,6634.76,"7,342.25","6,634.76","7,315.54","4,200,880,128","110,666,571,776"
16-11-2017,7323.24,"7,967.38","7,176.58","7,871.69","5,123,809,792","122,164,264,960"
17-11-2017,7853.57,"8,004.59","7,561.09","7,708.99","4,651,670,016","131,026,165,760"
18-11-2017,7697.21,"7,884.99","7,463.44","7,790.15","3,667,190,016","128,424,927,232"
19-11-2017,7766.03,"8,101.91","7,694.10","8,036.49","3,149,319,936","129,594,712,064"
20-11-2017,8039.07,"8,336.86","7,949.36","8,200.64","3,488,450,048","134,167,306,240"
21-11-2017,8205.74,"8,348.66","7,762.71","8,071.26","4,277,609,984","136,966,864,896"
22-11-2017,8077.95,"8,302.26","8,075.47","8,253.55","3,633,530,112","134,851,436,544"
23-11-2017,8232.38,"8,267.40","8,038.77","8,038.77","4,225,179,904","137,444,474,880"
24-11-2017,8074.02,"8,374.16","7,940.93","8,253.69","5,058,610,176","134,816,366,592"
25-11-2017,8241.71,"8,790.92","8,191.15","8,790.92","4,342,060,032","137,631,875,072"
26-11-2017,8789.04,"9,522.93","8,775.59","9,330.55","5,475,579,904","146,789,220,352"
27-11-2017,9352.72,"9,818.35","9,352.72","9,818.35","5,653,320,192","156,221,046,784"
28-11-2017,9823.43,"10,125.70","9,736.30","10,058.80","6,348,819,968","164,104,404,992"
29-11-2017,10077.4,"11,517.40","9,601.03","9,888.61","11,568,799,744","168,366,702,592"
30-11-2017,9906.79,"10,801.00","9,202.05","10,233.60","8,310,689,792","165,537,480,704"
1-12-2017,10198.6,"11,046.70","9,694.65","10,975.60","6,783,119,872","170,435,903,488"
2-12-2017,10978.3,"11,320.20","10,905.10","11,074.60","5,138,500,096","183,489,593,344"
3-12-2017,11082.7,"11,858.70","10,862.00","11,323.20","6,608,309,760","185,258,246,144"
4-12-2017,11315.4,"11,657.20","11,081.80","11,657.20","6,132,409,856","189,172,383,744"
5-12-2017,11685.7,"12,032.00","11,604.60","11,916.70","6,895,260,160","195,389,161,472"
6-12-2017,11923.4,"14,369.10","11,923.40","14,291.50","12,656,300,032","199,390,003,200"
7-12-2017,14266.1,"17,899.70","14,057.30","17,899.70","17,950,699,520","238,599,536,640"
8-12-2017,17802.9,"18,353.40","14,336.90","16,569.40","21,135,998,976","297,786,572,800"
9-12-2017,16523.3,"16,783.00","13,674.90","15,178.20","13,911,300,096","276,415,348,736"
10-12-2017,15168.4,"15,850.60","13,226.60","15,455.40","13,433,299,968","253,781,737,472"
11-12-2017,15427.4,"17,513.90","15,404.80","16,936.80","12,153,900,032","258,146,762,752"
12-12-2017,16919.8,"17,781.80","16,571.60","17,415.40","14,603,799,552","283,154,612,224"
13-12-2017,17500.0,"17,653.10","16,039.70","16,408.20","12,976,900,096","292,900,372,480"
14-12-2017,16384.6,"17,085.80","16,185.90","16,564.00","13,777,399,808","274,268,504,064"
15-12-2017,16601.3,"18,154.10","16,601.30","17,706.90","14,309,999,616","277,935,587,328"
16-12-2017,17760.3,"19,716.70","17,515.30","19,497.40","12,740,599,808","297,375,760,384"
17-12-2017,19475.8,"20,089.00","18,974.10","19,140.80","13,314,599,936","326,141,280,256"
18-12-2017,19106.4,"19,371.00","18,355.90","19,114.20","14,839,499,776","320,000,294,912"
19-12-2017,19118.3,"19,177.80","17,275.40","17,776.70","16,894,499,840","320,242,253,824"
20-12-2017,17760.3,"17,934.70","16,077.70","16,624.60","22,149,699,584","297,526,394,880"
21-12-2017,16642.4,"17,567.70","15,342.70","15,802.90","16,516,599,808","278,826,811,392"
22-12-2017,15898.0,"15,943.40","11,833.00","13,831.80","22,197,999,616","266,381,426,688"
23-12-2017,13948.7,"15,603.20","13,828.80","14,699.20","13,086,000,128","233,747,824,640"
24-12-2017,14608.2,"14,626.00","12,747.70","13,925.80","11,572,299,776","244,823,687,168"
25-12-2017,13995.9,"14,593.00","13,448.90","14,026.60","10,664,699,904","234,589,569,024"
26-12-2017,14036.6,"16,461.20","14,028.90","16,099.80","13,454,300,160","235,294,408,704"
27-12-2017,16163.5,"16,930.90","15,114.30","15,838.50","12,487,600,128","270,976,270,336"
28-12-2017,15864.1,"15,888.40","13,937.30","14,606.50","12,336,499,712","265,988,489,216"
29-12-2017,14695.8,"15,279.00","14,307.00","14,656.20","13,025,500,160","246,427,598,848"
30-12-2017,14681.9,"14,681.90","12,350.10","12,952.20","14,452,599,808","246,223,912,960"
31-12-2017,12897.7,"14,377.40","12,755.60","14,156.40","12,136,299,520","216,325,586,944"
1-1-2018,14112.2,"14,112.20","13,154.70","13,657.20","10,291,200,000","236,724,797,440"
2-1-2018,13625.0,"15,444.60","13,163.60","14,982.10","16,846,600,192","228,578,836,480"
3-1-2018,14978.2,"15,572.80","14,844.50","15,201.00","16,871,900,160","251,311,702,016"
4-1-2018,15270.7,"15,739.70","14,522.20","15,599.20","21,783,199,744","256,250,429,440"
5-1-2018,15477.2,"17,705.20","15,202.80","17,429.50","23,840,899,072","259,747,708,928"
6-1-2018,17462.1,"17,712.40","16,764.60","17,527.00","18,314,600,448","293,090,852,864"
7-1-2018,17527.3,"17,579.60","16,087.70","16,477.60","15,866,000,384","294,222,364,672"
8-1-2018,16476.2,"16,537.90","14,208.20","15,170.10","18,413,899,776","276,611,596,288"
9-1-2018,15123.7,"15,497.50","14,424.00","14,595.40","16,659,999,744","253,935,419,392"
10-1-2018,14588.5,"14,973.30","13,691.20","14,973.30","18,500,800,512","244,980,531,200"
11-1-2018,14968.2,"15,018.80","13,105.90","13,405.80","16,534,099,968","251,387,068,416"
12-1-2018,13453.9,"14,229.90","13,158.10","13,980.60","12,065,699,840","225,986,084,864"
13-1-2018,13952.4,"14,659.50","13,952.40","14,360.20","12,763,599,872","234,391,027,712"
14-1-2018,14370.8,"14,511.80","13,268.00","13,772.00","11,084,099,584","241,446,797,312"
15-1-2018,13767.3,"14,445.50","13,641.70","13,819.80","12,750,799,872","231,334,150,144"
16-1-2018,13836.1,"13,843.10","10,194.90","11,490.50","18,853,799,936","232,517,451,776"
17-1-2018,11431.1,"11,678.00","9,402.29","11,188.60","18,830,600,192","192,123,404,288"
18-1-2018,11198.8,"12,107.30","10,942.50","11,474.90","15,020,399,616","188,241,526,784"
19-1-2018,11429.8,"11,992.80","11,172.10","11,607.40","10,740,400,128","192,149,700,608"
20-1-2018,11656.2,"13,103.00","11,656.20","12,899.20","11,801,700,352","195,978,788,864"
21-1-2018,12889.2,"12,895.90","11,288.20","11,600.10","9,935,179,776","216,740,282,368"
22-1-2018,11633.1,"11,966.40","10,240.20","10,931.40","10,537,400,320","195,644,588,032"
23-1-2018,10944.5,"11,377.60","10,129.70","10,868.40","9,660,609,536","184,087,085,056"
24-1-2018,10903.4,"11,501.40","10,639.80","11,359.40","9,940,989,952","183,418,601,472"
25-1-2018,11421.7,"11,785.70","11,057.40","11,259.40","8,873,169,920","192,162,840,576"
26-1-2018,11256.0,"11,656.70","10,470.30","11,171.40","9,746,199,552","189,397,811,200"
27-1-2018,11174.9,"11,614.90","10,989.20","11,440.70","7,583,269,888","188,054,274,048"
28-1-2018,11475.3,"12,040.30","11,475.30","11,786.30","8,350,360,064","193,133,117,440"
29-1-2018,11755.5,"11,875.60","11,179.20","11,296.40","7,107,359,744","197,870,944,256"
30-1-2018,11306.8,"11,307.20","10,036.20","10,106.30","8,637,859,840","190,339,072,000"
31-1-2018,10108.2,"10,381.60","9,777.42","10,221.10","8,041,160,192","170,183,426,048"
1-2-2018,10237.3,"10,288.80","8,812.28","9,170.54","9,959,400,448","172,372,410,368"
2-2-2018,9142.28,"9,142.28","7,796.49","8,830.75","12,726,899,712","153,952,600,064"
3-2-2018,8852.12,"9,430.75","8,251.63","9,174.91","7,263,790,080","149,085,257,728"
4-2-2018,9175.7,"9,334.87","8,031.22","8,277.01","7,073,549,824","154,553,286,656"
5-2-2018,8270.54,"8,364.84","6,756.68","6,955.27","9,285,289,984","139,324,735,488"
6-2-2018,7051.75,"7,850.70","6,048.26","7,754.00","13,999,800,320","118,809,837,568"
7-2-2018,7755.49,"8,509.11","7,236.79","7,621.30","9,169,280,000","130,683,248,640"
8-2-2018,7637.86,"8,558.77","7,637.86","8,265.59","9,346,750,464","128,714,047,488"
9-2-2018,8271.84,"8,736.98","7,884.71","8,736.98","6,784,820,224","139,411,996,672"
10-2-2018,8720.08,"9,122.55","8,295.47","8,621.90","7,780,960,256","146,981,191,680"
11-2-2018,8616.13,"8,616.13","7,931.10","8,129.97","6,122,189,824","145,244,585,984"
12-2-2018,8141.43,"8,985.92","8,141.43","8,926.57","6,256,439,808","137,257,820,160"
13-2-2018,8926.72,"8,958.47","8,455.41","8,598.31","5,696,719,872","150,515,712,000"
14-2-2018,8599.92,"9,518.54","8,599.92","9,494.63","7,909,819,904","145,023,090,688"
15-2-2018,9488.32,"10,234.80","9,395.58","10,166.40","9,062,540,288","160,025,198,592"
16-2-2018,10135.7,"10,324.10","9,824.82","10,233.90","7,296,159,744","170,960,158,720"
17-2-2018,10207.5,"11,139.50","10,149.40","11,112.70","8,660,880,384","172,191,072,256"
18-2-2018,11123.4,"11,349.80","10,326.00","10,551.80","8,744,009,728","187,662,860,288"
19-2-2018,10552.6,"11,273.80","10,513.20","11,225.30","7,652,089,856","178,054,987,776"
20-2-2018,11231.8,"11,958.50","11,231.80","11,403.70","9,926,540,288","189,535,830,016"
21-2-2018,11372.2,"11,418.50","10,479.10","10,690.40","9,405,339,648","191,926,796,288"
22-2-2018,10660.4,"11,039.10","9,939.09","10,005.00","8,040,079,872","179,936,477,184"
23-2-2018,9937.07,"10,487.30","9,734.56","10,301.10","7,739,500,032","167,745,568,768"
24-2-2018,10287.7,"10,597.20","9,546.97","9,813.07","6,917,929,984","173,682,327,552"
25-2-2018,9796.42,"9,923.22","9,407.06","9,664.73","5,706,939,904","165,406,720,000"
26-2-2018,9669.43,"10,475.00","9,501.73","10,366.70","7,287,690,240","163,283,419,136"
27-2-2018,10393.9,"10,878.50","10,246.10","10,725.60","6,966,179,840","175,536,128,000"
28-2-2018,10687.2,"11,089.80","10,393.10","10,397.90","6,936,189,952","180,509,966,336"
1-3-2018,10385.0,"11,052.30","10,352.70","10,951.00","7,317,279,744","175,427,076,096"
2-3-2018,10977.4,"11,189.00","10,850.10","11,086.40","7,620,590,080","185,456,082,944"
3-3-2018,11101.9,"11,528.20","11,002.40","11,489.70","6,690,570,240","187,581,399,040"
4-3-2018,11497.4,"11,512.60","11,136.10","11,512.60","6,084,149,760","194,289,254,400"
5-3-2018,11532.4,"11,704.10","11,443.90","11,573.30","6,468,539,904","194,902,605,824"
6-3-2018,11500.1,"11,500.10","10,694.30","10,779.90","6,832,169,984","194,378,252,288"
7-3-2018,10803.9,"10,929.50","9,692.12","9,965.57","8,797,910,016","182,630,825,984"
8-3-2018,9951.44,"10,147.40","9,335.87","9,395.01","7,186,089,984","168,240,807,936"
9-3-2018,9414.69,"9,466.35","8,513.03","9,337.55","8,704,190,464","159,184,977,920"
10-3-2018,9350.59,"9,531.32","8,828.47","8,866.00","5,386,319,872","158,118,674,432"
11-3-2018,8852.78,"9,711.89","8,607.12","9,578.63","6,296,370,176","149,716,271,104"
12-3-2018,9602.93,"9,937.50","8,956.43","9,205.12","6,457,399,808","162,420,637,696"
13-3-2018,9173.04,"9,470.38","8,958.19","9,194.85","5,991,139,840","155,168,309,248"
14-3-2018,9214.65,"9,355.85","8,068.59","8,269.81","6,438,230,016","155,890,532,352"
15-3-2018,8290.76,"8,428.35","7,783.05","8,300.86","6,834,429,952","140,275,318,784"
16-3-2018,8322.91,"8,585.15","8,005.31","8,338.35","5,289,379,840","140,833,898,496"
17-3-2018,8321.91,"8,346.53","7,812.82","7,916.88","4,426,149,888","140,833,521,664"
18-3-2018,7890.52,"8,245.51","7,397.99","8,223.68","6,639,190,016","133,547,311,104"
19-3-2018,8344.12,"8,675.87","8,182.40","8,630.65","6,729,110,016","141,240,451,072"
20-3-2018,8619.67,"9,051.02","8,389.89","8,913.47","6,361,789,952","145,921,605,632"
21-3-2018,8937.48,"9,177.37","8,846.33","8,929.28","6,043,129,856","151,315,972,096"
22-3-2018,8939.44,"9,100.71","8,564.90","8,728.47","5,530,390,016","151,365,943,296"
23-3-2018,8736.25,"8,879.62","8,360.62","8,879.62","5,954,120,192","147,940,982,784"
24-3-2018,8901.95,"8,996.18","8,665.70","8,668.12","5,664,600,064","150,761,701,376"
25-3-2018,8612.81,"8,682.01","8,449.10","8,495.78","4,569,880,064","145,881,972,736"
26-3-2018,8498.47,"8,530.08","7,921.43","8,209.40","5,921,039,872","143,959,785,472"
27-3-2018,8200.0,"8,232.78","7,797.28","7,833.04","5,378,250,240","138,918,920,192"
28-3-2018,7836.83,"8,122.89","7,809.17","7,954.48","4,935,289,856","132,781,244,416"
29-3-2018,7979.07,"7,994.33","7,081.38","7,165.70","6,361,229,824","135,204,954,112"
30-3-2018,7171.45,"7,276.66","6,683.93","6,890.52","6,289,509,888","121,533,513,728"
31-3-2018,6892.48,"7,207.85","6,863.52","6,973.53","4,553,269,760","116,819,845,120"
1-4-2018,7003.06,"7,060.95","6,526.87","6,844.23","4,532,100,096","118,705,192,960"
2-4-2018,6844.86,"7,135.47","6,816.58","7,083.80","4,333,440,000","116,037,476,352"
3-4-2018,7102.26,"7,530.94","7,072.49","7,456.11","5,499,700,224","120,414,863,360"
4-4-2018,7456.41,"7,469.88","6,803.88","6,853.84","4,936,000,000","126,434,361,344"
5-4-2018,6848.65,"6,933.82","6,644.80","6,811.47","5,639,320,064","116,141,531,136"
6-4-2018,6815.96,"6,857.49","6,575.00","6,636.32","3,766,810,112","115,600,564,224"
7-4-2018,6630.51,"7,050.54","6,630.51","6,911.09","3,976,610,048","112,466,558,976"
8-4-2018,6919.98,"7,111.56","6,919.98","7,023.52","3,652,499,968","117,392,195,584"
9-4-2018,7044.32,"7,178.11","6,661.99","6,770.73","4,894,060,032","119,515,766,784"
10-4-2018,6795.44,"6,872.41","6,704.15","6,834.76","4,272,750,080","115,305,570,304"
11-4-2018,6843.47,"6,968.32","6,817.59","6,968.32","4,641,889,792","116,126,228,480"
12-4-2018,6955.38,"7,899.23","6,806.51","7,889.25","8,906,250,240","118,047,571,968"
13-4-2018,7901.09,"8,183.96","7,758.93","7,895.96","7,764,460,032","134,113,542,144"
14-4-2018,7874.67,"8,140.71","7,846.00","7,986.24","5,191,430,144","133,681,594,368"
15-4-2018,7999.33,"8,338.42","7,999.33","8,329.11","5,244,480,000","135,811,555,328"
16-4-2018,8337.57,"8,371.15","7,925.73","8,058.67","5,631,309,824","141,570,850,816"
17-4-2018,8071.66,"8,285.96","7,881.72","7,902.09","6,900,879,872","137,069,985,792"
18-4-2018,7944.43,"8,197.80","7,886.01","8,163.42","6,529,909,760","134,925,754,368"
19-4-2018,8159.27,"8,298.69","8,138.78","8,294.31","7,063,209,984","138,590,552,064"
20-4-2018,8286.88,"8,880.23","8,244.54","8,845.83","8,438,110,208","140,776,603,648"
21-4-2018,8848.79,"8,997.57","8,652.15","8,895.58","7,548,550,144","150,337,388,544"
22-4-2018,8925.06,"9,001.64","8,779.61","8,802.46","6,629,899,776","151,650,992,128"
23-4-2018,8794.39,"8,958.55","8,788.81","8,930.88","6,925,190,144","149,448,441,856"
24-4-2018,8934.34,"9,732.61","8,927.83","9,697.50","10,678,800,384","151,843,831,808"
25-4-2018,9701.03,"9,745.32","8,799.84","8,845.74","11,083,100,160","164,893,310,976"
26-4-2018,8867.32,"9,281.51","8,727.09","9,281.51","8,970,559,488","150,736,044,032"
27-4-2018,9290.63,"9,375.47","8,987.05","8,987.05","7,566,289,920","157,948,411,904"
28-4-2018,8939.27,"9,412.09","8,931.99","9,348.48","7,805,479,936","151,990,501,376"
29-4-2018,9346.41,"9,531.49","9,193.71","9,419.08","8,853,000,192","158,927,945,728"
30-4-2018,9426.11,"9,477.14","9,166.81","9,240.55","8,673,920,000","160,301,858,816"
1-5-2018,9251.47,"9,255.88","8,891.05","9,119.01","7,713,019,904","157,349,511,168"
2-5-2018,9104.6,"9,256.52","9,015.14","9,235.92","7,558,159,872","154,868,940,800"
3-5-2018,9233.97,"9,798.33","9,188.15","9,743.86","10,207,299,584","157,086,744,576"
4-5-2018,9695.5,"9,779.20","9,585.96","9,700.76","8,217,829,888","164,955,684,864"
5-5-2018,9700.28,"9,964.50","9,695.12","9,858.15","7,651,939,840","165,054,595,072"
6-5-2018,9845.31,"9,940.14","9,465.25","9,654.80","7,222,280,192","167,541,391,360"
7-5-2018,9645.67,"9,665.85","9,231.53","9,373.01","7,394,019,840","164,161,159,168"
8-5-2018,9380.87,"9,462.75","9,127.77","9,234.82","7,415,869,952","159,671,926,784"
9-5-2018,9223.73,"9,374.76","9,031.62","9,325.18","7,226,890,240","157,013,377,024"
10-5-2018,9325.96,"9,396.04","9,040.52","9,043.94","6,906,699,776","158,772,150,272"
11-5-2018,9052.96,"9,052.96","8,394.46","8,441.49","8,488,520,192","154,142,113,792"
12-5-2018,8441.44,"8,664.86","8,223.50","8,504.89","6,821,380,096","143,743,025,152"
13-5-2018,8515.49,"8,773.55","8,395.12","8,723.94","5,866,379,776","145,021,599,744"
14-5-2018,8713.1,"8,881.12","8,367.97","8,716.79","7,364,149,760","148,403,159,040"
15-5-2018,8705.19,"8,836.19","8,456.45","8,510.38","6,705,710,080","148,282,703,872"
16-5-2018,8504.41,"8,508.43","8,175.49","8,368.83","6,760,220,160","144,877,961,216"
17-5-2018,8370.05,"8,445.54","8,054.12","8,094.32","5,862,530,048","142,608,318,464"
18-5-2018,8091.83,"8,274.12","7,974.82","8,250.97","5,764,190,208","137,881,419,776"
19-5-2018,8255.73,"8,372.06","8,183.35","8,247.18","4,712,399,872","140,688,801,792"
20-5-2018,8246.99,"8,562.41","8,205.24","8,513.25","5,191,059,968","140,555,894,784"
21-5-2018,8522.33,"8,557.52","8,365.12","8,418.99","5,154,990,080","145,264,312,320"
22-5-2018,8419.87,"8,423.25","8,004.58","8,041.78","5,137,010,176","143,533,998,080"
23-5-2018,8037.08,"8,054.66","7,507.88","7,557.82","6,491,120,128","137,023,922,176"
24-5-2018,7561.12,"7,738.60","7,331.14","7,587.34","6,049,220,096","128,924,786,688"
25-5-2018,7592.3,"7,659.14","7,392.65","7,480.14","4,867,829,760","129,469,906,944"
26-5-2018,7486.48,"7,595.16","7,349.12","7,355.88","4,051,539,968","127,681,822,720"
27-5-2018,7362.08,"7,381.74","7,270.96","7,368.22","4,056,519,936","125,574,873,088"
28-5-2018,7371.31,"7,419.05","7,100.89","7,135.99","5,040,600,064","125,747,650,560"
29-5-2018,7129.46,"7,526.42","7,090.68","7,472.59","5,662,660,096","121,636,012,032"
30-5-2018,7469.73,"7,573.77","7,313.60","7,406.52","4,922,540,032","127,453,937,664"
31-5-2018,7406.15,"7,608.90","7,361.13","7,494.17","5,127,130,112","126,385,594,368"
1-6-2018,7500.7,"7,604.73","7,407.34","7,541.45","4,921,460,224","128,014,475,264"
2-6-2018,7536.72,"7,695.83","7,497.26","7,643.45","4,939,299,840","128,645,062,656"
3-6-2018,7632.09,"7,754.89","7,613.04","7,720.25","4,851,760,128","130,287,656,960"
4-6-2018,7722.53,"7,753.82","7,474.04","7,514.47","4,993,169,920","131,847,151,616"
5-6-2018,7500.9,"7,643.23","7,397.00","7,633.76","4,961,739,776","128,080,510,976"
6-6-2018,7625.97,"7,680.43","7,502.01","7,653.98","4,692,259,840","130,232,893,440"
7-6-2018,7650.82,"7,741.27","7,650.82","7,678.24","4,485,799,936","130,671,083,520"
8-6-2018,7685.14,"7,698.19","7,558.40","7,624.92","4,227,579,904","131,270,959,104"
9-6-2018,7632.52,"7,683.58","7,531.98","7,531.98","3,845,220,096","130,386,051,072"
10-6-2018,7499.55,"7,499.55","6,709.07","6,786.02","5,804,839,936","128,128,073,728"
11-6-2018,6799.29,"6,910.18","6,706.63","6,906.92","4,745,269,760","116,175,110,144"
12-6-2018,6905.82,"6,907.96","6,542.08","6,582.36","4,654,380,032","118,007,037,952"
13-6-2018,6596.88,"6,631.66","6,285.63","6,349.90","5,052,349,952","112,740,089,856"
14-6-2018,6342.75,"6,707.14","6,334.46","6,675.35","5,138,710,016","108,408,373,248"
15-6-2018,6674.08,"6,681.08","6,433.87","6,456.58","3,955,389,952","114,084,323,328"
16-6-2018,6455.45,"6,592.49","6,402.29","6,550.16","3,194,170,112","110,359,371,776"
17-6-2018,6545.53,"6,589.11","6,499.27","6,499.27","3,104,019,968","111,912,886,272"
18-6-2018,6510.07,"6,781.14","6,446.68","6,734.82","4,039,200,000","111,319,474,176"
19-6-2018,6742.39,"6,822.50","6,709.92","6,769.94","4,057,029,888","115,305,701,376"
20-6-2018,6770.76,"6,821.56","6,611.88","6,776.55","3,888,640,000","115,803,979,776"
21-6-2018,6780.09,"6,810.94","6,715.17","6,729.74","3,529,129,984","115,976,970,240"
22-6-2018,6737.88,"6,747.08","6,006.60","6,083.69","5,079,810,048","115,268,878,336"
23-6-2018,6090.1,"6,224.82","6,071.81","6,162.48","3,431,360,000","104,198,422,528"
24-6-2018,6164.28,"6,223.78","5,826.41","6,173.23","4,566,909,952","105,480,101,888"
25-6-2018,6171.97,"6,327.37","6,119.68","6,249.18","5,500,810,240","105,625,010,176"
26-6-2018,6253.55,"6,290.16","6,093.67","6,093.67","3,279,759,872","107,033,337,856"
27-6-2018,6084.4,"6,180.00","6,052.85","6,157.13","3,296,219,904","104,149,196,800"
28-6-2018,6153.16,"6,170.41","5,873.05","5,903.44","3,467,800,064","105,335,562,240"
29-6-2018,5898.13,"6,261.66","5,835.75","6,218.30","3,966,230,016","100,981,440,512"
30-6-2018,6214.22,"6,465.51","6,214.22","6,404.00","4,543,860,224","106,404,847,616"
1-7-2018,6411.68,"6,432.85","6,289.29","6,385.82","4,788,259,840","109,797,138,432"
2-7-2018,6380.38,"6,683.86","6,305.70","6,614.18","4,396,930,048","109,272,858,624"
3-7-2018,6596.66,"6,671.37","6,447.75","6,529.59","4,672,309,760","112,988,749,824"
4-7-2018,6550.87,"6,771.92","6,450.46","6,597.55","4,176,689,920","112,213,950,464"
5-7-2018,6599.71,"6,749.54","6,546.65","6,639.14","4,999,240,192","113,061,527,552"
6-7-2018,6638.69,"6,700.94","6,533.55","6,673.50","4,313,959,936","113,740,677,120"
7-7-2018,6668.71,"6,863.99","6,579.24","6,856.93","3,961,080,064","114,268,422,144"
8-7-2018,6857.8,"6,885.91","6,747.98","6,773.88","3,386,210,048","117,521,514,496"
9-7-2018,6775.08,"6,838.68","6,724.34","6,741.75","3,718,129,920","116,117,585,920"
10-7-2018,6739.21,"6,767.74","6,320.72","6,329.95","4,052,430,080","115,514,351,616"
11-7-2018,6330.77,"6,444.96","6,330.47","6,394.71","3,644,859,904","108,525,068,288"
12-7-2018,6396.78,"6,397.10","6,136.42","6,228.81","3,770,170,112","109,667,352,576"
13-7-2018,6235.03,"6,310.55","6,192.24","6,238.05","3,805,400,064","106,905,509,888"
14-7-2018,6247.5,"6,298.19","6,212.22","6,276.12","2,923,670,016","107,130,486,784"
15-7-2018,6272.7,"6,403.46","6,256.51","6,359.64","3,285,459,968","107,572,805,632"
16-7-2018,6357.01,"6,741.75","6,357.01","6,741.75","4,725,799,936","109,029,466,112"
17-7-2018,6739.65,"7,387.24","6,684.17","7,321.04","5,961,950,208","115,602,178,048"
18-7-2018,7315.32,"7,534.99","7,280.47","7,370.78","6,103,410,176","125,490,839,552"
19-7-2018,7378.2,"7,494.46","7,295.46","7,466.86","5,111,629,824","126,585,470,976"
20-7-2018,7467.4,"7,594.67","7,323.26","7,354.13","4,936,869,888","128,131,997,696"
21-7-2018,7352.72,"7,437.64","7,262.41","7,419.29","3,726,609,920","126,178,377,728"
22-7-2018,7417.8,"7,537.95","7,383.82","7,418.49","3,695,460,096","127,307,890,688"
23-7-2018,7414.71,"7,771.50","7,409.10","7,711.11","5,132,480,000","127,271,731,200"
24-7-2018,7716.51,"8,424.27","7,705.50","8,424.27","7,277,689,856","132,468,064,256"
25-7-2018,8379.66,"8,416.87","8,086.36","8,181.39","5,845,400,064","143,869,018,112"
26-7-2018,8176.85,"8,290.33","7,878.71","7,951.58","4,899,089,920","140,404,998,144"
27-7-2018,7950.4,"8,262.66","7,839.76","8,165.01","5,195,879,936","136,532,811,776"
28-7-2018,8169.06,"8,222.85","8,110.77","8,192.15","3,988,750,080","140,305,137,664"
29-7-2018,8205.82,"8,272.26","8,141.18","8,218.46","4,107,190,016","140,951,371,776"
30-7-2018,8221.58,"8,235.50","7,917.50","8,180.48","5,551,400,000","141,239,444,979"
31-7-2018,8181.2,"8,181.53","7,696.93","7,780.44","5,287,530,000","140,559,547,538"
1-8-2018,7769.04,"7,769.04","7,504.95","7,624.91","4,797,620,000","133,492,645,169"
2-8-2018,7634.19,"7,712.77","7,523.44","7,567.15","4,214,110,000","131,189,721,712"
3-8-2018,7562.14,"7,562.14","7,328.65","7,434.39","4,627,150,000","129,965,898,111"
4-8-2018,7438.67,"7,497.49","6,984.07","7,032.85","4,268,390,000","127,859,350,021"
5-8-2018,7031.08,"7,102.77","6,940.70","7,068.48","3,679,110,000","120,869,247,490"
6-8-2018,7062.94,"7,166.55","6,890.54","6,951.80","3,925,900,000","121,430,864,537"
7-8-2018,6958.32,"7,146.56","6,748.24","6,753.12","4,682,800,000","119,643,646,094"
8-8-2018,6746.85,"6,746.85","6,226.22","6,305.80","5,064,430,000","116,020,470,612"
9-8-2018,6305.56,"6,625.73","6,249.07","6,568.23","4,267,040,000","108,444,366,975"
10-8-2018,6571.42,"6,591.26","6,124.52","6,184.71","4,528,680,000","113,028,788,092"
11-8-2018,6185.79,"6,455.74","6,109.03","6,295.73","4,047,850,000","106,409,456,302"
12-8-2018,6283.65,"6,409.85","6,237.50","6,322.69","5,665,250,000","108,106,451,582"
13-8-2018,6341.36,"6,537.05","6,225.72","6,297.57","4,083,980,000","109,111,523,954"
14-8-2018,6287.66,"6,287.94","5,971.05","6,199.71","5,301,700,000","108,199,097,492"
15-8-2018,6221.42,"6,588.49","6,221.42","6,308.52","4,895,450,000","107,070,056,730"
16-8-2018,6294.23,"6,473.50","6,276.41","6,334.73","4,328,420,000","108,335,763,931"
17-8-2018,6340.91,"6,582.50","6,324.97","6,580.63","4,992,990,000","109,151,601,195"
18-8-2018,6583.43,"6,617.35","6,353.73","6,423.76","3,984,520,000","113,338,906,417"
19-8-2018,6422.57,"6,537.98","6,361.55","6,506.07","3,311,170,000","110,582,598,384"
